nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,days_since_update
NCT04343261,"ClinicalTrials.gov processed this data on January 29, 2021",2020-04-08,2020-09-01,NA,2020-09-22,2020-04-08,2020-04-13,Actual,2020-09-15,2020-09-17,Actual,NA,NA,NA,2020-09-22,2020-09-24,Actual,"April 10, 2020",Actual,2020-04-10,September 2020,2020-09-30,"August 13, 2020",Actual,2020-08-13,"July 23, 2020",Actual,2020-07-23,NA,Interventional,NA,,Convalescent Plasma in the Treatment of COVID 19,Convalescent Plasma in the Treatment of COVID 19,Completed,NA,Phase 2,48,Actual,Saint Francis Care,,1,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:31:14Z,2021-02-01T12:31:14Z,227
NCT04329923,"ClinicalTrials.gov processed this data on January 29, 2021",2020-03-30,2020-11-13,NA,2020-12-08,2020-03-30,2020-04-01,Actual,2020-12-08,2020-12-10,Actual,NA,NA,NA,2020-12-08,2020-12-10,Actual,"April 9, 2020",Actual,2020-04-09,December 2020,2020-12-31,"November 13, 2020",Actual,2020-11-13,"November 11, 2020",Actual,2020-11-11,NA,Interventional,PATCH,All randomized patients,The PATCH Trial (Prevention And Treatment of COVID-19 With Hydroxychloroquine),The PATCH Trial (Prevention And Treatment of COVID-19 With Hydroxychloroquine),Terminated,NA,Phase 2,173,Actual,University of Pennsylvania,Sub-study 1 was terminated early after the first interim analysis due to slow accrual Sub-study 2 was terminated early after the first 7 patients based on the recommendation of UPenn research oversight committees Sub-study 3 was terminated early due to meeting futility criteria on a pre-specified second interim analysis,6,NA,"Cohort 1: slow accrual Cohort 2: Other studies showed no benefit Cohort 3: Study met
    pre-specificied futility analysis at planned second interim analysis",FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,,One year after study completion,Open access,NA,Yes,We will publish our results in a peer-reviewed journal and make available de-identified data for additional analysis,2021-02-01T12:33:38Z,2021-02-01T12:33:38Z,150
NCT04292730,"ClinicalTrials.gov processed this data on January 29, 2021",2020-02-28,2020-12-15,NA,2021-01-21,2020-02-28,2020-03-03,Actual,2021-01-21,2021-01-26,Actual,NA,NA,NA,2021-01-21,2021-01-26,Actual,"March 15, 2020",Actual,2020-03-15,January 2021,2021-01-31,"June 26, 2020",Actual,2020-06-26,"April 29, 2020",Actual,2020-04-29,NA,Interventional,NA,"Part A: Safety Analysis Set included participants who were randomized into part A of the study and received at least 1 dose of study treatment or completed the Day 1 visit (SOC only group).
Part B: Expanded RDV-Treated Analysis Set included participants who were enrolled into Part B of the study and received at least 1 dose of study drug.",Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734â„¢) in Participants With Moderate Coronavirus Disease (COVID-19) Compared to Standard of Care Treatment,A Phase 3 Randomized Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734â„¢) in Participants With Moderate COVID-19 Compared to Standard of Care Treatment,Completed,NA,Phase 3,1113,Actual,Gilead Sciences,,4,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,18 months after study completion,"A secured external environment with username, password, and RSA code.",https://www.gilead.com/science-and-medicine/research/clinical-trials-transparency-and-data-sharing-policy,Yes,"Qualified external researchers may request IPD for this study after study completion. For more information, please visit our website at https://www.gilead.com/science-and-medicine/research/clinical-trials-transparency-and-data-sharing-policy.",2021-02-01T12:40:06Z,2021-02-01T12:40:06Z,106
NCT04292899,"ClinicalTrials.gov processed this data on January 29, 2021",2020-02-28,2020-12-15,NA,2020-12-15,2020-02-28,2020-03-03,Actual,2020-12-15,2020-12-31,Actual,NA,NA,NA,2020-12-15,2020-12-31,Actual,"March 6, 2020",Actual,2020-03-06,December 2020,2020-12-31,"June 30, 2020",Actual,2020-06-30,"April 9, 2020",Actual,2020-04-09,NA,Interventional,NA,"Part A: Safety Analysis Set included participants who were randomized into part A of the study and received at least 1 dose of study treatment.
Part B: Expanded RDV-Treated Analysis Set included participants who were enrolled into part B of the study and received at least 1 dose of study treatment.",Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734â„¢) in Participants With Severe Coronavirus Disease (COVID-19),A Phase 3 Randomized Study to Evaluate the Safety and Antiviral Activity of Remdesivir (GS-5734â„¢) in Participants With Severe COVID-19,Completed,NA,Phase 3,4891,Actual,Gilead Sciences,,4,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,18 months after study completion,"A secured external environment with username, password, and RSA code.",https://www.gilead.com/science-and-medicine/research/clinical-trials-transparency-and-data-sharing-policy,Yes,"Qualified external researchers may request IPD for this study after study completion. For more information, please visit our website at https://www.gilead.com/science-and-medicine/research/clinical-trials-transparency-and-data-sharing-policy.",2021-02-01T12:39:59Z,2021-02-01T12:39:59Z,143
NCT04280705,"ClinicalTrials.gov processed this data on January 29, 2021",2020-02-20,2020-09-16,NA,2020-12-05,2020-02-20,2020-02-21,Actual,2020-09-22,2020-09-25,Actual,NA,NA,NA,2020-12-05,2020-12-09,Actual,"February 21, 2020",Actual,2020-02-21,April 2020,2020-04-30,"May 21, 2020",Actual,2020-05-21,"May 21, 2020",Actual,2020-05-21,NA,Interventional,NA,,Adaptive COVID-19 Treatment Trial (ACTT),"A Multicenter, Adaptive, Randomized Blinded Controlled Trial of the Safety and Efficacy of Investigational Therapeutics for the Treatment of COVID-19 in Hospitalized Adults",Completed,NA,Phase 3,1062,Actual,National Institute of Allergy and Infectious Diseases (NIAID),,2,NA,NA,FALSE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2021-02-01T12:42:11Z,2021-02-01T12:42:11Z,153
NCT04674644,"ClinicalTrials.gov processed this data on February 04, 2021",2020-12-16,2021-01-02,NA,2021-01-30,2020-12-17,2020-12-19,Actual,2021-01-27,2021-01-29,Actual,NA,NA,NA,2021-01-30,2021-02-02,Actual,"October 16, 2020",Actual,2020-10-16,January 2021,2021-01-31,"October 23, 2020",Actual,2020-10-23,"October 23, 2020",Actual,2020-10-23,NA,Interventional,NA,,Analysing the Psychosocial Effects of COVID-19 Pandemic on Dental Professionals Using the Turkish Version of the Fear of COVID-19 and Coronavirus Anxiety Scales,Suleyman Demirel University Faculty of Dentistry Pediatric Dentistry Department,Completed,NA,N/A,850,Actual,Suleyman Demirel University,"The present study has some limitations. Since the stress and anxiety levels of the dentists participating in the study prior to the pandemic are not known, the extent of the increase in these levels is unknown. In addition, because this is a cross-sectional study, the findings reflect only a certain period of the pandemic. Only scales related to COVID-19 were included, as it was thought that participants might be reluctant to participate in a longer survey.",1,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-05T12:32:56Z,2021-02-05T12:32:56Z,97
NCT04446429,"ClinicalTrials.gov processed this data on February 05, 2021",2020-06-22,2021-01-22,NA,2021-01-29,2020-06-23,2020-06-24,Actual,2021-01-29,2021-02-03,Actual,NA,NA,NA,2021-01-29,2021-02-03,Actual,"September 15, 2020",Actual,2020-09-15,January 2021,2021-01-31,"January 21, 2021",Actual,2021-01-21,"December 24, 2020",Actual,2020-12-24,NA,Interventional,NA,,Anti-Androgen Treatment for COVID-19,Anti-Androgen Treatment for COVID-19,Completed,NA,N/A,262,Actual,"Applied Biology, Inc.",,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-07T10:47:31Z,2021-02-07T10:47:31Z,98
NCT04331366,"ClinicalTrials.gov processed this data on February 21, 2021",2020-03-31,2021-02-05,NA,2021-02-16,2020-03-31,2020-04-02,Actual,2021-02-05,2021-02-10,Actual,NA,NA,NA,2021-02-16,2021-02-18,Actual,"April 8, 2020",Actual,2020-04-08,February 2021,2021-02-28,"August 31, 2020",Actual,2020-08-31,"August 31, 2020",Actual,2020-08-31,NA,Interventional,GO2 PEEP,,Bidirectional Oxygenation Valve in the Management of Pulmonary Complications of COVID-19,GO2 PEEP Study: The Use of a Bidirectional Oxygenation Valve in the Management of Pulmonary Complications of COVID-19,Completed,NA,N/A,2,Actual,Emory University,,1,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-22T11:30:01Z,2021-02-22T11:30:01Z,80
NCT04332991,"ClinicalTrials.gov processed this data on March 17, 2021",2020-03-31,2021-02-09,NA,2021-03-12,2020-03-31,2020-04-03,Actual,2021-03-12,2021-03-17,Estimate,NA,NA,NA,2021-03-12,2021-03-17,Estimate,"April 2, 2020",Actual,2020-04-02,March 2021,2021-03-31,"July 23, 2020",Actual,2020-07-23,"June 19, 2020",Actual,2020-06-19,NA,Interventional,ORCHID,,Outcomes Related to COVID-19 Treated With Hydroxychloroquine Among In-patients With Symptomatic Disease,Outcomes Related to COVID-19 Treated With Hydroxychloroquine Among In-patients With Symptomatic Disease,Completed,NA,Phase 3,479,Actual,Massachusetts General Hospital,,2,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-03-18T08:12:46Z,2021-03-18T08:12:46Z,56
NCT04358081,"ClinicalTrials.gov processed this data on April 02, 2021",2020-04-08,2021-03-08,NA,2021-03-25,2020-04-20,2020-04-22,Actual,2021-03-08,2021-03-17,Actual,NA,NA,NA,2021-03-25,2021-04-02,Estimate,"May 1, 2020",Actual,2020-05-01,March 2021,2021-03-31,"July 27, 2020",Actual,2020-07-27,"July 27, 2020",Actual,2020-07-27,NA,Interventional,NA,Full Analysis Set (FAS) was comprised of all participants to whom study treatment had been assigned by randomization excluding one mis-randomized participant.,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,"A Multi-center, Randomized, Double-blinded, Placebo-controlled Study to Evaluate the Safety and Efficacy of Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease",Completed,NA,Phase 3,20,Actual,Novartis,"Only 20 participants of the initially planned 444 were randomized; and one of those was mis-randomized (so total of 19 participants). Due to this limited number of participants, study objectives could not be evaluated as planned. Results for select efficacy and for safety were summarized based in the information collected up to the eCRF database lock on 13-Aug-2020.",3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,"Novartis is committed to sharing access to patient-level data and supporting clinical documents from eligible studies with qualified external researchers. Requests are reviewed and approved by an independent review panel on the basis of scientific merit. All data provided is anonymized to protect the privacy of patients who have participated in the trial in line with applicable laws and regulations.
This trial data availability is according to the criteria and process described on www.clinicalstudydatarequest.com",2021-04-05T08:16:46Z,2021-04-05T08:16:46Z,43
NCT04716426,"ClinicalTrials.gov processed this data on April 09, 2021",2021-01-18,2021-03-31,NA,2021-04-06,2021-01-18,2021-01-20,Actual,2021-04-06,2021-04-08,Actual,NA,NA,NA,2021-04-06,2021-04-08,Actual,"January 28, 2021",Actual,2021-01-28,April 2021,2021-04-30,"March 25, 2021",Actual,2021-03-25,"March 25, 2021",Actual,2021-03-25,NA,Interventional,NA,,APTâ„¢ T3X on the COVID-19 Contamination Rate,Use of APTâ„¢ T3X to Decrease the COVID-19 Contamination Rate in Humans,Completed,NA,N/A,100,Actual,University of Nove de Julho,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-04-10T11:07:31Z,2021-04-10T11:07:31Z,31
NCT04338009,"ClinicalTrials.gov processed this data on April 09, 2021",2020-04-01,2021-01-28,NA,2021-04-07,2020-04-07,2020-04-08,Actual,2021-04-07,2021-04-09,Estimate,NA,NA,NA,2021-04-07,2021-04-09,Estimate,"March 31, 2020",Actual,2020-03-31,April 2021,2021-04-30,"August 20, 2020",Actual,2020-08-20,"August 20, 2020",Actual,2020-08-20,NA,Interventional,REPLACECOVID,,Elimination or Prolongation of ACE Inhibitors and ARB in Coronavirus Disease 2019,The Randomized Elimination or Prolongation of Angiotensin Converting Enzyme Inhibitors and Angiotensin Receptor Blockers in Coronavirus Disease 2019,Completed,NA,N/A,152,Actual,University of Pennsylvania,"Limitations of the study include (1) small sample size; (2) we did not control participant ACEI or ARB dosing or other medication exposures during the trial; (3) Although outcome adjudicators were masked to the randomly assigned groups when determining clinical endpoints, providers caring for the patients were aware of the group the patient was assigned to. It is possible that the open-label nature of the study might have introduced information bias or influenced provider behavior.",2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,Not making it available,2021-04-10T11:16:47Z,2021-04-10T11:16:47Z,30
NCT04402970,"ClinicalTrials.gov processed this data on April 14, 2021",2020-05-20,2021-03-12,NA,2021-04-12,2020-05-22,2020-05-27,Actual,2021-04-12,2021-04-14,Estimate,NA,NA,NA,2021-04-12,2021-04-14,Estimate,"June 19, 2020",Actual,2020-06-19,April 2021,2021-04-30,"December 31, 2020",Actual,2020-12-31,"December 31, 2020",Actual,2020-12-31,NA,Interventional,DORNASESARS2,,Dornase Alfa for ARDS in Patients With Severe Acute Respiratory Syndrome-Coronavirus-2 (SARS-CoV-2),Inhaled Dornase Alfa for Treatment of ARDS in Patients With SARS-CoV-2,Completed,NA,Phase 3,30,Actual,University of Missouri-Columbia,Study was performed in non-randomized trial as there were initial concerns for low recruitment and difficulty with randomization. Study was also not powered for most secondary outcome analyses as it was designed in a pilot/feasibility status to determine drug effects.,2,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2021-04-15T08:22:23Z,2021-04-15T08:22:23Z,25
NCT04365153,"ClinicalTrials.gov processed this data on April 15, 2021",2020-04-24,2021-04-05,NA,2021-04-13,2020-04-24,2020-04-28,Actual,2021-04-13,2021-04-15,Estimate,NA,NA,NA,2021-04-13,2021-04-15,Estimate,"April 24, 2020",Actual,2020-04-24,April 2021,2021-04-30,"April 1, 2021",Actual,2021-04-01,"February 2, 2021",Actual,2021-02-02,NA,Interventional,NA,,Canakinumab in Covid-19 Cardiac Injury (The Three C Study),Canakinumab to Reduce Deterioration of Cardiac and Respiratory Function in SARSCoV2 Associated Acute Myocardial Injury With Heightened Inflammation,Completed,NA,Phase 2,45,Actual,The Cleveland Clinic,,3,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-04-16T10:26:41Z,2021-04-16T10:26:41Z,24
NCT04392141,"ClinicalTrials.gov processed this data on April 20, 2021",2020-05-15,2020-11-25,NA,2021-04-16,2020-05-15,2020-05-18,Actual,2021-04-16,2021-04-20,Estimate,NA,NA,NA,2021-04-16,2021-04-20,Estimate,"April 1, 2020",Actual,2020-04-01,April 2021,2021-04-30,"November 1, 2020",Actual,2020-11-01,"November 1, 2020",Actual,2020-11-01,NA,Interventional,NA,,Colchicine Plus Phenolic Monoterpenes to Treat COVID-19,Application of Colchicine Plus Herbal Phenolic Monoterpene Fractions to Treat COVID-19,Completed,NA,Phase 1/Phase 2,120,Actual,Kermanshah University of Medical Sciences,,2,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-04-21T07:27:21Z,2021-04-21T07:27:21Z,21
