nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at,days_since_update
NCT04560881,"ClinicalTrials.gov processed this data on January 29, 2021",2020-09-16,NA,NA,2020-11-25,2020-09-21,2020-09-23,Actual,NA,NA,NA,NA,NA,NA,2020-11-25,2020-11-27,Actual,"September 16, 2020",Actual,2020-09-16,November 2020,2020-11-30,"December 1, 2021",Anticipated,2021-12-01,"December 1, 2021",Anticipated,2021-12-01,NA,Interventional,NA,,"Clinical Trial to Evaluate the Efficacy, Immunogenicity and Safety of the Inactivated SARS-CoV-2 Vaccine (COVID-19)","Randomized, Double Blind, Placebo Parallel-controlled Phase III Clinical Trial to Evaluate the Efficacy, Immunogenicity and Safety of the Inactivated SARS-CoV-2 Vaccine (Vero Cell) in Argentine Healthy Population Aged Between 18 and 85 Years","Active, not recruiting",NA,Phase 3,3000,Actual,Laboratorio Elea Phoenix S.A.,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T11:59:47Z,2021-02-01T11:59:47Z,260
NCT04659941,"ClinicalTrials.gov processed this data on January 29, 2021",2020-12-08,NA,NA,2020-12-08,2020-12-08,2020-12-09,Actual,NA,NA,NA,NA,NA,NA,2020-12-08,2020-12-09,Actual,"October 1, 2020",Actual,2020-10-01,December 2020,2020-12-31,"October 1, 2022",Anticipated,2022-10-01,"October 1, 2021",Anticipated,2021-10-01,NA,Interventional,ProBCG,,Use of BCG Vaccine as a Preventive Measure for COVID-19 in Health Care Workers,Use of BCG Vaccine as a Preventive Measure for COVID-19 in Health Care Workers,Recruiting,NA,Phase 2,1000,Anticipated,Universidade Federal do Rio de Janeiro,,2,NA,NA,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,No,NA,2021-02-01T11:46:32Z,2021-02-01T11:46:32Z,247
NCT04648800,"ClinicalTrials.gov processed this data on January 29, 2021",2020-10-18,NA,NA,2020-11-30,2020-11-30,2020-12-02,Actual,NA,NA,NA,NA,NA,NA,2020-11-30,2020-12-02,Actual,"July 7, 2020",Actual,2020-07-07,November 2020,2020-11-30,April 2021,Anticipated,2021-04-30,December 2020,Anticipated,2020-12-31,NA,Interventional,NA,,Clinical Trial Evaluating the Effect of BCG Vaccination on the Incidence and Severity of SARS-CoV-2 Infections Among Healthcare Professionals During the COVID-19 Pandemic in Poland,"A Multi-centre, Randomised, Double-blind, Placebo-controlled Phase III Clinical Trial Evaluating the Effect of BCG Vaccination on the Incidence and Severity of SARS-CoV-2 Infections Among Healthcare Professionals During the COVID-19 Pandemic in Poland",Recruiting,NA,Phase 3,1000,Anticipated,University of Rzeszow,,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,Undecided,NA,2021-02-01T11:47:58Z,2021-02-01T11:47:58Z,255
NCT04639466,"ClinicalTrials.gov processed this data on January 29, 2021",2020-11-04,NA,NA,2021-01-06,2020-11-19,2020-11-20,Actual,NA,NA,NA,NA,NA,NA,2021-01-06,2021-01-07,Actual,"December 11, 2020",Actual,2020-12-11,November 2020,2020-11-30,"November 10, 2022",Anticipated,2022-11-10,"November 10, 2022",Anticipated,2022-11-10,NA,Interventional,NA,,"A Synthetic MVA-based SARS-CoV-2 Vaccine, COH04S1, for the Prevention of COVID-19","Phase 1 Dose Escalation Study to Evaluate the Safety and Biologically Effective Dose of COH04S1, a Synthetic MVA-Based SARS-CoV-2 Vaccine, Administered as One or Two Injections to Healthy Adult Volunteers",Recruiting,NA,Phase 1,129,Anticipated,City of Hope Medical Center,,3,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,FALSE,NA,,NA,NA,NA,NA,NA,2021-02-01T11:49:11Z,2021-02-01T11:49:11Z,218
NCT04533399,"ClinicalTrials.gov processed this data on January 29, 2021",2020-08-28,NA,NA,2020-10-30,2020-08-28,2020-08-31,Actual,NA,NA,NA,NA,NA,NA,2020-10-30,2020-11-02,Actual,"August 17, 2020",Actual,2020-08-17,October 2020,2020-10-31,November 2021,Anticipated,2021-11-30,November 2021,Anticipated,2021-11-30,NA,Interventional,NA,,A Study Looking at the Effectiveness and Safety of a COVID-19 Vaccine in South African Adults,"A Phase 2A/B, Randomized, Observer-blinded, Placebo-controlled Study to Evaluate the Efficacy, Immunogenicity, and Safety of a SARS-CoV-2 Recombinant Spike Protein Nanoparticle Vaccine (SARS-CoV-2 rS) With Matrix-M1â„¢ Adjuvant in South African Adult Subjects Living Without HIV; and Safety and Immunogenicity in Adults Living With HIV",Recruiting,NA,Phase 2,4400,Anticipated,Novavax,,4,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,,NA,NA,NA,No,NA,2021-02-01T12:03:37Z,2021-02-01T12:03:37Z,286
NCT04530396,"ClinicalTrials.gov processed this data on January 29, 2021",2020-08-25,NA,NA,2021-01-20,2020-08-27,2020-08-28,Actual,NA,NA,NA,NA,NA,NA,2021-01-20,2021-01-22,Actual,"September 7, 2020",Actual,2020-09-07,August 2020,2020-08-31,"May 1, 2021",Anticipated,2021-05-01,"May 1, 2021",Anticipated,2021-05-01,NA,Interventional,RESIST,,"Clinical Trial of Efficacy, Safety, and Immunogenicity of Gam-COVID-Vac Vaccine Against COVID-19","Randomized Double-blind Placebo-controlled Multi-center Clinical Trial in Parallel Assignment of Efficacy, Safety, and Immunogenicity of Gam-COVID-Vac Combined Vector Vaccine in SARS-Ð¡oV-2 Infection Prophylactic Treatment","Active, not recruiting",NA,Phase 3,33758,Actual,"Gamaleya Research Institute of Epidemiology and Microbiology, Health Ministry of the Russian Federation",,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:04:04Z,2021-02-01T12:04:04Z,204
NCT04526990,"ClinicalTrials.gov processed this data on January 29, 2021",2020-08-22,NA,NA,2021-01-21,2020-08-22,2020-08-26,Actual,NA,NA,NA,NA,NA,NA,2021-01-21,2021-01-22,Actual,"September 15, 2020",Actual,2020-09-15,December 2020,2020-12-31,"January 30, 2022",Anticipated,2022-01-30,"December 30, 2021",Anticipated,2021-12-30,NA,Interventional,NA,,Phase III Trial of A COVID-19 Vaccine of Adenovirus Vector in Adults 18 Years Old and Above,"A Global Multicenter, Randomized, Double-blind, Placebo -Controlled, Adaptive Designed Phase â…¢ Clinical Trial to Evaluate the Efficacy, Safety and Immunogenicity of Ad5-nCoV in Adults 18 Years of Age and Older",Recruiting,NA,Phase 3,40000,Anticipated,CanSino Biologics Inc.,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:04:27Z,2021-02-01T12:04:27Z,203
NCT04523571,"ClinicalTrials.gov processed this data on January 29, 2021",2020-08-18,NA,NA,2020-11-17,2020-08-20,2020-08-21,Actual,NA,NA,NA,NA,NA,NA,2020-11-17,2020-11-18,Actual,"July 28, 2020",Actual,2020-07-28,November 2020,2020-11-30,August 2021,Anticipated,2021-08-31,"September 30, 2020",Actual,2020-09-30,NA,Interventional,NA,,Safety and Immunogenicity of SARS-CoV-2 mRNA Vaccine (BNT162b1) in Chinese Healthy Subjects,"Safety and Immunogenicity of SARS-CoV-2 mRNA Vaccine (BNT162b1) in Chinese Healthy Subjects: A Phase I, Randomized, Placebo-controlled, Observer-blind Study","Active, not recruiting",NA,Phase 1,144,Actual,BioNTech SE,,6,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:04:57Z,2021-02-01T12:04:57Z,268
NCT04515147,"ClinicalTrials.gov processed this data on January 29, 2021",2020-08-13,NA,NA,2021-01-11,2020-08-13,2020-08-17,Actual,NA,NA,NA,NA,NA,NA,2021-01-11,2021-01-12,Actual,"September 28, 2020",Actual,2020-09-28,November 2020,2020-11-30,"November 9, 2021",Anticipated,2021-11-09,"November 9, 2021",Anticipated,2021-11-09,NA,Interventional,NA,,"A Dose-Confirmation Study to Evaluate the Safety, Reactogenicity and Immunogenicity of Vaccine CVnCoV in Healthy Adults for COVID-19","COVID-19: A Phase 2a, Partially Observer-blind, Multicenter, Controlled, Dose-confirmation Clinical Trial to Evaluate the Safety, Reactogenicity and Immunogenicity of the Investigational SARS-CoV-2 mRNA Vaccine CVnCoV in Adults >60 Years of Age and 18 to 60 Years of Age","Active, not recruiting",NA,Phase 2,674,Actual,CureVac AG,,10,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T12:06:09Z,2021-02-01T12:06:09Z,213
NCT04552366,"ClinicalTrials.gov processed this data on January 29, 2021",2020-09-15,NA,NA,2020-12-03,2020-09-16,2020-09-17,Actual,NA,NA,NA,NA,NA,NA,2020-12-03,2020-12-07,Actual,"September 29, 2020",Actual,2020-09-29,September 2020,2020-09-30,"June 30, 2021",Anticipated,2021-06-30,"December 31, 2020",Anticipated,2020-12-31,NA,Interventional,NA,,A Clinical Trial of a Recombinant Adenovirus 5 Vectored COVID-19 Vaccine (Ad5-nCoV) With Two Doses in Healthy Adults,A Clinical Trial to Evaluate the Safety and Immunogenicity of a Recombinant Adenovirus 5 Vectored COVID-19 Vaccine (Ad5-nCoV) With Two Doses in Healthy Adults Aged 18 Years and Older,"Active, not recruiting",NA,Phase 1,149,Actual,"Institute of Biotechnology, Academy of Military Medical Sciences, PLA of China",,6,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:01:03Z,2021-02-01T12:01:03Z,252
NCT04550351,"ClinicalTrials.gov processed this data on January 29, 2021",2020-08-16,NA,NA,2021-01-26,2020-09-14,2020-09-16,Actual,NA,NA,NA,NA,NA,NA,2021-01-26,2021-01-27,Actual,"August 19, 2020",Actual,2020-08-19,August 2020,2020-08-31,"December 31, 2021",Anticipated,2021-12-31,"December 18, 2020",Actual,2020-12-18,NA,Interventional,NA,,Recombinant New Coronavirus Vaccine (CHO Cells) to Prevent SARS-CoV-2 Phase I Clinical Trial (â‰¥60 Years Old),"A Randomized, Double-blind, Placebo-controlled Phase I Clinical Trial to Evaluate the Safety and Tolerability of Recombinant New Coronavirus Vaccines (CHO Cells) in Healthy People Aged 60 Years and Above","Active, not recruiting",NA,Phase 1,50,Actual,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",,3,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2021-02-01T12:01:16Z,2021-02-01T12:01:16Z,198
NCT04546841,"ClinicalTrials.gov processed this data on January 29, 2021",2020-08-26,NA,NA,2020-11-27,2020-09-11,2020-09-14,Actual,NA,NA,NA,NA,NA,NA,2020-11-27,2020-12-01,Actual,"November 27, 2020",Actual,2020-11-27,August 2020,2020-08-31,"December 20, 2021",Anticipated,2021-12-20,"September 30, 2021",Anticipated,2021-09-30,NA,Interventional,pVAC,,Safety and Immunogenicity Trial of Multi-peptide Vaccination to Prevent COVID-19 Infection in Adults,P-pVAC-SARS-CoV-2: Phase I Single-center Safety and Immunogenicity Trial of Multi-peptide Vaccination to Prevent COVID-19 Infection in Adults,Recruiting,NA,Phase 1,36,Anticipated,University Hospital Tuebingen,,1,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T12:01:42Z,2021-02-01T12:01:42Z,258
NCT04542330,"ClinicalTrials.gov processed this data on January 29, 2021",2020-09-07,NA,NA,2020-11-22,2020-09-07,2020-09-09,Actual,NA,NA,NA,NA,NA,NA,2020-11-22,2020-11-24,Actual,"September 15, 2020",Actual,2020-09-15,November 2020,2020-11-30,March 2022,Anticipated,2022-03-31,January 2022,Anticipated,2022-01-31,NA,Interventional,NA,,Using BCG to Protect Senior Citizens During the COVID-19 Pandemic,Using BCG Vaccine to Enhance Non-specific Protection of Senior Citizens During the COVID-19 Pandemic. A Randomized Clinical Trial.,Recruiting,NA,Phase 3,1900,Anticipated,Bandim Health Project,,2,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,When follow-up has been completed and the dataset have been closed,Per justified request on email (cbenn@health.sdu.dk),NA,Yes,Non-identifiable individual data can be shared on the basis of a data sharing proposal sent to cbenn@health.sdu.dk,2021-02-01T12:02:22Z,2021-02-01T12:02:22Z,263
NCT04540185,"ClinicalTrials.gov processed this data on January 29, 2021",2020-09-04,NA,NA,2020-09-05,2020-09-04,2020-09-07,Actual,NA,NA,NA,NA,NA,NA,2020-09-05,2020-09-09,Actual,"November 1, 2020",Anticipated,2020-11-01,September 2020,2020-09-30,"December 31, 2022",Anticipated,2022-12-31,"November 1, 2022",Anticipated,2022-11-01,NA,Interventional,OPV-NA831,,A Phase 3 Randomized Double Blind Efficacy and Safety Study of Oral Polio Vaccine and NA-831 for Covid-19,"A Phase 3, Randomized, Double Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Oral Polio Vaccine and NA-831 for Prophylaxis and Treatment of Early Onset of Covid-19",Enrolling by invitation,NA,Phase 3,3600,Anticipated,"NeuroActiva, Inc.",,6,NA,NA,FALSE,NA,NA,NA,TRUE,TRUE,FALSE,NA,NA,NA,NA,,90 days after completion of the study,To be verified and determined at a later date,NA,Yes,We plan to share the Study Protocol and other information if needed,2021-02-01T12:02:38Z,2021-02-01T12:02:38Z,341
NCT04537208,"ClinicalTrials.gov processed this data on January 29, 2021",2020-09-02,NA,NA,2021-01-26,2020-09-02,2020-09-03,Actual,NA,NA,NA,NA,NA,NA,2021-01-26,2021-01-27,Actual,"September 3, 2020",Actual,2020-09-03,January 2021,2021-01-31,November 2021,Anticipated,2021-11-30,November 2021,Anticipated,2021-11-30,NA,Interventional,NA,,Study of Recombinant Protein Vaccine Formulations Against COVID-19 in Healthy Adults 18 Years of Age and Older,Immunogenicity and Safety of SARS-CoV-2 Recombinant Protein Vaccine Formulations (With or Without Adjuvant) in Healthy Adults 18 Years of Age and Older,"Active, not recruiting",NA,Phase 1/Phase 2,440,Anticipated,Sanofi,,21,NA,NA,FALSE,NA,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Yes,"Qualified researchers may request access to patient level data and related study documents including the clinical study report, study protocol with any amendments, blank case report form, statistical analysis plan, and dataset specifications. Patient level data will be anonymized and study documents will be redacted to protect the privacy of trial participants. Further details on Sanofi's data sharing criteria, eligible studies, and process for requesting access can be found at: https://www.clinicalstudydatarequest.com/",2021-02-01T12:03:08Z,2021-02-01T12:03:08Z,198
NCT04536051,"ClinicalTrials.gov processed this data on January 29, 2021",2020-09-01,NA,NA,2020-11-23,2020-09-01,2020-09-02,Actual,NA,NA,NA,NA,NA,NA,2020-11-23,2020-11-27,Actual,"June 2, 2020",Actual,2020-06-02,September 2020,2020-09-30,September 2021,Anticipated,2021-09-30,September 2021,Anticipated,2021-09-30,NA,Interventional,NA,,A Study of a Candidate COVID-19 Vaccine (COV003),"A Randomized, Controlled, Phase III Study to Determine the Safety, Efficacy, and Immunogenicity of the Non-Replicating ChAdOx1 nCoV-19 Vaccine",Recruiting,NA,Phase 3,10300,Anticipated,University of Oxford,,4,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2021-02-01T12:03:17Z,2021-02-01T12:03:17Z,262
