nct_id,nlm_download_date_description,study_first_submitted_date,results_first_submitted_date,disposition_first_submitted_date,last_update_submitted_date,study_first_submitted_qc_date,study_first_posted_date,study_first_posted_date_type,results_first_submitted_qc_date,results_first_posted_date,results_first_posted_date_type,disposition_first_submitted_qc_date,disposition_first_posted_date,disposition_first_posted_date_type,last_update_submitted_qc_date,last_update_posted_date,last_update_posted_date_type,start_month_year,start_date_type,start_date,verification_month_year,verification_date,completion_month_year,completion_date_type,completion_date,primary_completion_month_year,primary_completion_date_type,primary_completion_date,target_duration,study_type,acronym,baseline_population,brief_title,official_title,overall_status,last_known_status,phase,enrollment,enrollment_type,source,limitations_and_caveats,number_of_arms,number_of_groups,why_stopped,has_expanded_access,expanded_access_type_individual,expanded_access_type_intermediate,expanded_access_type_treatment,has_dmc,is_fda_regulated_drug,is_fda_regulated_device,is_unapproved_device,is_ppsd,is_us_export,biospec_retention,biospec_description,ipd_time_frame,ipd_access_criteria,ipd_url,plan_to_share_ipd,plan_to_share_ipd_description,created_at,updated_at
NCT04329559,"ClinicalTrials.gov processed this data on April 30, 2020",2020-03-29,NA,NA,2020-03-29,2020-03-29,2020-04-01,Actual,NA,NA,NA,NA,NA,NA,2020-03-29,2020-04-01,Actual,"March 30, 2020",Actual,2020-03-30,March 2020,2020-03-31,"June 29, 2021",Anticipated,2021-06-29,"June 29, 2020",Anticipated,2020-06-29,1 Year,Observational [Patient Registry],NA,,COVID-19 in Patients With Pre-existing Cirrhosis (COVID-Cirrhosis-CHESS2002): A Multicentre Observational Study,Clinical Characteristics of COVID-19 in Patients With Pre-existing Cirrhosis (COVID-Cirrhosis-CHESS2002): A Multicentre Observational Study,Recruiting,NA,NA,50,Anticipated,Hepatopancreatobiliary Surgery Institute of Gansu Province,,NA,NA,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-05-01T09:26:24Z,2020-05-01T09:26:24Z
NCT04331574,"ClinicalTrials.gov processed this data on April 30, 2020",2020-03-30,NA,NA,2020-04-01,2020-04-01,2020-04-02,Actual,NA,NA,NA,NA,NA,NA,2020-04-01,2020-04-02,Actual,"March 10, 2020",Actual,2020-03-10,April 2020,2020-04-30,"April 30, 2020",Anticipated,2020-04-30,"April 10, 2020",Anticipated,2020-04-10,3 Months,Observational [Patient Registry],SARS-RAS,,Renin-Angiotensin System Inhibitors and COVID-19,Phase IV Observational Study to Associate Hypertension and Hypertensinon Treatment to COVID19,Recruiting,NA,NA,2000,Anticipated,Societa Italiana dell'Ipertensione Arteriosa,,NA,1,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-05-01T09:26:08Z,2020-05-01T09:26:08Z
NCT04331171,"ClinicalTrials.gov processed this data on April 30, 2020",2020-03-30,NA,NA,2020-04-16,2020-03-30,2020-04-02,Actual,NA,NA,NA,NA,NA,NA,2020-04-16,2020-04-17,Actual,"March 17, 2020",Actual,2020-03-17,April 2020,2020-04-30,"July 31, 2020",Anticipated,2020-07-31,"March 31, 2020",Actual,2020-03-31,1 Day,Observational [Patient Registry],COVID CALL 15,,Epidemiological Observation From a Smartphone Self-monitoring Application for Suspected COVID-19 Patients' Triage,Epidemiological Observation From a Smartphone Self-monitoring Application for Suspected COVID-19 Patients' Triage,Recruiting,NA,NA,3000000,Anticipated,Weprom,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-05-01T09:26:12Z,2020-05-01T09:26:12Z
NCT04336956,"ClinicalTrials.gov processed this data on May 22, 2020",2020-03-30,NA,NA,2020-05-22,2020-04-06,2020-04-07,Actual,NA,NA,NA,NA,NA,NA,2020-05-22,2020-05-25,Estimate,"April 7, 2020",Actual,2020-04-07,May 2020,2020-05-31,"June 30, 2021",Anticipated,2021-06-30,"June 30, 2021",Anticipated,2021-06-30,6 Months,Observational [Patient Registry],PANDOR,,Covid-19 Pediatric Observatory,Covid-19 Pediatric Observatory,Recruiting,NA,NA,250,Anticipated,Centre Hospitalier Intercommunal Creteil,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-05-25T08:33:05Z,2020-05-25T08:33:05Z
NCT04333953,"ClinicalTrials.gov processed this data on April 30, 2020",2020-03-31,NA,NA,2020-04-04,2020-04-01,2020-04-03,Actual,NA,NA,NA,NA,NA,NA,2020-04-04,2020-04-07,Actual,"April 1, 2020",Anticipated,2020-04-01,April 2020,2020-04-30,"October 1, 2020",Anticipated,2020-10-01,"October 1, 2020",Anticipated,2020-10-01,1 Month,Observational [Patient Registry],NA,,COVID-19 in Patients With HIV,Prospective Observational Study for Patients With HIV and Confirmed SARS-CoV-2,Recruiting,NA,NA,500,Anticipated,University of Missouri-Columbia,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-05-01T09:25:47Z,2020-05-01T09:25:47Z
NCT04333875,"ClinicalTrials.gov processed this data on May 11, 2020",2020-04-01,NA,NA,2020-05-01,2020-04-01,2020-04-03,Actual,NA,NA,NA,NA,NA,NA,2020-05-01,2020-05-04,Actual,"March 20, 2020",Actual,2020-03-20,May 2020,2020-05-31,December 2020,Anticipated,2020-12-31,December 2020,Anticipated,2020-12-31,6 Months,Observational [Patient Registry],AS DEFER,,Morbidity and Mortality Due to Deferral of Aortic Valve Replacement in Patients With Severe Aortic Stenosis,Morbidity and Mortality Due to Deferral of Aortic Valve Replacement in Patients With Severe Aortic Stenosis - a Collateral Effect of the SARS-CoV-2 Pandemic (AS DEFER),"Active, not recruiting",NA,NA,71,Actual,"University Hospital Inselspital, Berne",,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-05-12T09:21:18Z,2020-05-12T09:21:18Z
NCT04334291,"ClinicalTrials.gov processed this data on May 07, 2020",2020-04-01,NA,NA,2020-04-25,2020-04-03,2020-04-06,Actual,NA,NA,NA,NA,NA,NA,2020-04-25,2020-04-28,Actual,"March 23, 2020",Actual,2020-03-23,April 2020,2020-04-30,"May 5, 2020",Anticipated,2020-05-05,"May 1, 2020",Anticipated,2020-05-01,2 Weeks,Observational [Patient Registry],HOPE COVID 19,,"International COVID19 Clinical Evaluation Registry,",International COVID19 Clinical Evaluation Registry: HOPECOVID19. (Health Outcome Predictive Evaluation for COVID19),Recruiting,NA,NA,6000,Anticipated,"St Carlos Hospital, Madrid, Spain",,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,IPD are to be share among HOPE researchers.,2020-05-08T09:16:59Z,2020-05-08T09:16:59Z
NCT04341766,"ClinicalTrials.gov processed this data on May 22, 2020",2020-04-01,NA,NA,2020-05-22,2020-04-09,2020-04-10,Actual,NA,NA,NA,NA,NA,NA,2020-05-22,2020-05-25,Estimate,"March 31, 2020",Actual,2020-03-31,May 2020,2020-05-31,"September 30, 2020",Anticipated,2020-09-30,"September 1, 2020",Anticipated,2020-09-01,6 Weeks,Observational [Patient Registry],NA,,Evolution of Pulmonary Ultrasound in Patients Hospitalized for Covid (Coronavirus Disease) 19,Prospective Descriptive Study on the Evolution of Pulmonary Ultrasound in Patients Hospitalized for Covid19,Recruiting,NA,NA,200,Anticipated,Centre Hospitalier Intercommunal Creteil,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-05-25T08:32:58Z,2020-05-25T08:32:58Z
NCT04336345,"ClinicalTrials.gov processed this data on May 01, 2020",2020-04-02,NA,NA,2020-04-22,2020-04-03,2020-04-07,Actual,NA,NA,NA,NA,NA,NA,2020-04-22,2020-04-24,Actual,"April 1, 2020",Actual,2020-04-01,April 2020,2020-04-30,"May 30, 2020",Anticipated,2020-05-30,"April 30, 2020",Anticipated,2020-04-30,1 Month,Observational [Patient Registry],MexCOVID-19,,Outcomes of Patients With COVID-19 in the Intensive Care Unit,Outcomes of Patients With COVID-19 in the Intensive Care Unit: A National Observational Study (Mexico COVID-19 ICU Study),Recruiting,NA,NA,150,Anticipated,Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,All IPD that underlie could results in a publication.,2020-05-04T09:05:43Z,2020-05-04T09:05:43Z
NCT04335773,"ClinicalTrials.gov processed this data on April 30, 2020",2020-04-03,NA,NA,2020-04-16,2020-04-03,2020-04-06,Actual,NA,NA,NA,NA,NA,NA,2020-04-16,2020-04-17,Actual,"April 3, 2020",Actual,2020-04-03,April 2020,2020-04-30,"December 31, 2030",Anticipated,2030-12-31,"December 31, 2030",Anticipated,2030-12-31,6 Months,Observational [Patient Registry],NA,,"COVID-19 in Hospitalised Norwegian Children - Risk Factors, Outcomes and Immunology","COVID-19 in Hospitalised Norwegian Children - Risk Factors, Outcomes and Immunology",Recruiting,NA,NA,350,Anticipated,"University Hospital, Akershus",,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Blodsamples, Eluate from nasopharyngeal sample, Urin, Feces,
    ",NA,NA,NA,NA,NA,2020-05-01T09:25:32Z,2020-05-01T09:25:32Z
NCT04345536,"ClinicalTrials.gov processed this data on April 30, 2020",2020-04-05,NA,NA,2020-04-12,2020-04-12,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-12,2020-04-14,Actual,"March 15, 2020",Actual,2020-03-15,April 2020,2020-04-30,"May 1, 2021",Anticipated,2021-05-01,"January 1, 2021",Anticipated,2021-01-01,1 Year,Observational [Patient Registry],CovidRegOUH,,Prospective Quality Register of Patients With Confirmed Covid-19 at Oslo University Hospital,Prospective Quality Register of Patients With Confirmed Covid-19 at Oslo University Hospital,Recruiting,NA,NA,400,Anticipated,Oslo University Hospital,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-05-01T09:24:19Z,2020-05-01T09:24:19Z
NCT04337320,"ClinicalTrials.gov processed this data on April 30, 2020",2020-04-05,NA,NA,2020-04-06,2020-04-06,2020-04-07,Actual,NA,NA,NA,NA,NA,NA,2020-04-06,2020-04-07,Actual,"April 1, 2020",Actual,2020-04-01,April 2020,2020-04-30,"June 20, 2020",Anticipated,2020-06-20,"June 15, 2020",Anticipated,2020-06-15,2 Months,Observational [Patient Registry],NA,,Evaluation of Postnatal Outcomes of Covid 19 Positive Mothers Newborns,Postnatal Outcomes of Covid 19 Positive Mothers Newborns,"Active, not recruiting",NA,NA,70,Anticipated,Kanuni Sultan Suleyman Training and Research Hospital,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-05-01T09:25:22Z,2020-05-01T09:25:22Z
NCT04337346,"ClinicalTrials.gov processed this data on May 22, 2020",2020-04-05,NA,NA,2020-05-18,2020-04-06,2020-04-07,Actual,NA,NA,NA,NA,NA,NA,2020-05-18,2020-05-20,Actual,"April 5, 2020",Actual,2020-04-05,May 2020,2020-05-31,"April 25, 2020",Actual,2020-04-25,"April 20, 2020",Actual,2020-04-20,20 Days,Observational [Patient Registry],NA,,Evaluation of Covid 19 Anxiety in Endometriosis Patients,Endometriosis Patients Covid 19 Anxiety,Completed,NA,NA,80,Actual,Kanuni Sultan Suleyman Training and Research Hospital,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-05-25T08:33:05Z,2020-05-25T08:33:05Z
NCT04354519,"ClinicalTrials.gov processed this data on April 30, 2020",2020-04-06,NA,NA,2020-04-20,2020-04-20,2020-04-21,Actual,NA,NA,NA,NA,NA,NA,2020-04-20,2020-04-21,Actual,"March 14, 2020",Actual,2020-03-14,March 2020,2020-03-31,"July 14, 2022",Anticipated,2022-07-14,"July 14, 2021",Anticipated,2021-07-14,1 Year,Observational [Patient Registry],UKMSRCV19,,The United Kingdom Multiple Sclerosis Register Covid-19 Substudy,The UK MS Regsiter COVID-19 Substudy,Recruiting,NA,NA,3000,Anticipated,Swansea University,,NA,3,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,Aggregate results will be published Line level data avaialble to other Researchers subject to Governance approval within Secure e-Research Platform,2020-05-01T09:23:12Z,2020-05-01T09:23:12Z
NCT04353583,"ClinicalTrials.gov processed this data on May 11, 2020",2020-04-06,NA,NA,2020-05-04,2020-04-17,2020-04-20,Actual,NA,NA,NA,NA,NA,NA,2020-05-04,2020-05-06,Actual,"April 21, 2020",Actual,2020-04-21,April 2020,2020-04-30,August 2020,Anticipated,2020-08-31,August 2020,Anticipated,2020-08-31,3 Months,Observational [Patient Registry],NA,,Renal Outcome in Patients With COVID-19,Renal Outcome in Patients With Coronavirus Disease 2019 (COVID-19),Recruiting,NA,NA,50,Anticipated,University of Giessen,,NA,2,NA,FALSE,NA,NA,NA,TRUE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,Undecided,NA,2020-05-12T09:20:15Z,2020-05-12T09:20:15Z
NCT04340466,"ClinicalTrials.gov processed this data on April 30, 2020",2020-04-07,NA,NA,2020-04-10,2020-04-07,2020-04-09,Actual,NA,NA,NA,NA,NA,NA,2020-04-10,2020-04-14,Actual,"April 3, 2020",Actual,2020-04-03,April 2020,2020-04-30,"April 30, 2021",Anticipated,2021-04-30,"June 30, 2020",Anticipated,2020-06-30,28 Days,Observational [Patient Registry],FRENCH CORONA,,French Multicentre Observational Study on SARS-Cov-2 Infections (COVID-19) ICU Management Study,French Multicentre Observational Study on SARS-Cov-2 Infections (COVID-19) ICU Management: the FRENCH CORONA Study,Recruiting,NA,NA,220,Anticipated,Centre Hospitalier Universitaire de NÄ«mes,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,No,NA,2020-05-01T09:24:57Z,2020-05-01T09:24:57Z
NCT04344249,"ClinicalTrials.gov processed this data on May 11, 2020",2020-04-08,NA,NA,2020-04-28,2020-04-10,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-04-28,2020-04-30,Actual,"April 10, 2020",Actual,2020-04-10,April 2020,2020-04-30,"September 1, 2021",Anticipated,2021-09-01,"September 30, 2020",Anticipated,2020-09-30,6 Months,Observational [Patient Registry],IBD-COVID-19,,Cohort of Patients With Inflammatory Bowel Disease During COVID-19 Pandemic,Prospective Multicenter Cohort of Patients With Inflammatory Bowel Disease Treated by Infliximab or Vedolizumab During COVID-19 Pandemic,Recruiting,NA,NA,850,Anticipated,Nantes University Hospital,,NA,NA,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Blood
    ",NA,NA,NA,NA,NA,2020-05-11T18:34:10Z,2020-05-11T18:34:10Z
NCT04344002,"ClinicalTrials.gov processed this data on May 18, 2020",2020-04-09,NA,NA,2020-05-12,2020-04-09,2020-04-14,Actual,NA,NA,NA,NA,NA,NA,2020-05-12,2020-05-14,Actual,"April 21, 2020",Actual,2020-04-21,May 2020,2020-05-31,"December 15, 2020",Anticipated,2020-12-15,"September 15, 2020",Anticipated,2020-09-15,1 Month,Observational [Patient Registry],GRAVID,,LunG canceR pAtients coVId19 Disease (GRAVID),Observational Retrospective Register of Spanish Lung Cancer Patients With COVID19 Disease,Recruiting,NA,NA,200,Anticipated,Spanish Lung Cancer Group,,NA,1,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,,NA,NA,NA,NA,NA,2020-05-19T08:41:35Z,2020-05-19T08:41:35Z
NCT04349982,"ClinicalTrials.gov processed this data on April 30, 2020",2020-04-10,NA,NA,2020-04-14,2020-04-14,2020-04-16,Actual,NA,NA,NA,NA,NA,NA,2020-04-14,2020-04-16,Actual,"April 8, 2020",Actual,2020-04-08,April 2020,2020-04-30,"July 31, 2020",Anticipated,2020-07-31,"June 30, 2020",Anticipated,2020-06-30,30 Days,Observational [Patient Registry],POINT-C,,ICU Trial in Critical Ill COVIDâ€19 Patients,Prospective Observational ICU Trial in Critical Ill COVIDâ€19 Patients (POINT-C) Cardiovascular Risk and the Effects on Myocardial Events in Critical Ill COVID-19 Patients,Recruiting,NA,NA,50,Anticipated,Medical University of Graz,,NA,3,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples With DNA,"
      Lipid profile once at intensive care unit admission (9 ml whole blood).
    ",NA,NA,NA,Undecided,"If other researchers need the medical data of this study for their research projects, the data will be made available after consideration.",2020-05-01T09:23:44Z,2020-05-01T09:23:44Z
NCT04348227,"ClinicalTrials.gov processed this data on April 30, 2020",2020-04-10,NA,NA,2020-04-16,2020-04-14,2020-04-16,Actual,NA,NA,NA,NA,NA,NA,2020-04-16,2020-04-17,Actual,"January 1, 2019",Actual,2019-01-01,April 2020,2020-04-30,"February 4, 2021",Anticipated,2021-02-04,"January 1, 2020",Actual,2020-01-01,2 Years,Observational [Patient Registry],NA,,How COVID-19 Virus Outbreak Affects Antimicrobial Resistance in a Low-middle-income Country's ICU?,How COVID-19 Virus Outbreak Affects Antimicrobial Resistance in a Low-middle-income Country's ICU?,"Active, not recruiting",NA,NA,120,Anticipated,HÃ´pital Universitaire Fattouma Bourguiba,,NA,2,NA,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,Samples Without DNA,"
      Endotracheal aspirates
    ",NA,NA,NA,Undecided,NA,2020-05-01T09:23:59Z,2020-05-01T09:23:59Z
